periodo;ars;indicador;valor;unidade;id
2019-05-22;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);39.31829;minuto;2019-05-22/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-22;ARS Norte;Taxa diária de atendimentos urgentes com internamento;7.215467;%;2019-05-22/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2019-05-22;ARS Centro;Taxa diária de atendimentos urgentes com internamento;8.219178;%;2019-05-22/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2019-05-22;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;7.627119;%;2019-05-22/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-22;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;40.41998;epis. urg./100.000 resid.;2019-05-22/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-22;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;11.13014;%;2019-05-22/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2019-05-22;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);50.6009;minuto;2019-05-22/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-22;ARS Centro;Número estimado de episódios de urgência;3255.0;episódio urgência;2019-05-22/ARS Centro/Número estimado de episódios de urgência
2019-05-22;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);41.0;minuto;2019-05-22/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-22;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;7.972554;%;2019-05-22/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-22;ARS Alentejo;Número estimado de episódios de urgência;1019.0;episódio urgência;2019-05-22/ARS Alentejo/Número estimado de episódios de urgência
2019-05-22;ARS Algarve;Número estimado de episódios de urgência;878.0;episódio urgência;2019-05-22/ARS Algarve/Número estimado de episódios de urgência
2019-05-22;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;40.4908;epis. urg./100.000 resid.;2019-05-22/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-22;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;7.876222;%;2019-05-22/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2019-05-21;ARS Alentejo;Número estimado de episódios de urgência;1174.0;episódio urgência;2019-05-21/ARS Alentejo/Número estimado de episódios de urgência
2019-05-21;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;48.84069;epis. urg./100.000 resid.;2019-05-21/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-21;ARS Norte;Taxa diária de atendimentos urgentes com internamento;7.54717;%;2019-05-21/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2019-05-21;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;40.63509;epis. urg./100.000 resid.;2019-05-21/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-21;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);50.24852;minuto;2019-05-21/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-21;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;37.05785;epis. urg./100.000 resid.;2019-05-21/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-21;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);37.84179;minuto;2019-05-21/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-21;ARS Norte;Número estimado de episódios de urgência;6703.0;episódio urgência;2019-05-21/ARS Norte/Número estimado de episódios de urgência
2019-05-21;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);70.58788;minuto;2019-05-21/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-21;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);57.42131;minuto;2019-05-21/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-21;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);50.18931;minuto;2019-05-21/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-21;Portugal Continental;Número estimado de episódios de urgência;19006.0;episódio urgência;2019-05-21/Portugal Continental/Número estimado de episódios de urgência
2019-05-21;ARS Centro;Taxa diária de atendimentos urgentes com internamento;9.349845;%;2019-05-21/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2019-05-21;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;9.169765;%;2019-05-21/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-21;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;34.0;epis. urg./100.000 resid.;2019-05-21/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-21;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;23.91304;epis. urg./100.000 resid.;2019-05-21/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-21;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.186314;%;2019-05-21/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2019-05-21;ARS Centro;Número estimado de episódios de urgência;3449.0;episódio urgência;2019-05-21/ARS Centro/Número estimado de episódios de urgência
2019-05-21;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;10.86957;%;2019-05-21/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2019-05-21;ARS Algarve;Número estimado de episódios de urgência;915.0;episódio urgência;2019-05-21/ARS Algarve/Número estimado de episódios de urgência
2019-05-21;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;7.729837;%;2019-05-21/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-21;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);65.0;minuto;2019-05-21/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-21;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;6765.0;episódio urgência;2019-05-21/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2019-05-21;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;38.24485;epis. urg./100.000 resid.;2019-05-21/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-20;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;36.87874;epis. urg./100.000 resid.;2019-05-20/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-20;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);54.71793;minuto;2019-05-20/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-20;ARS Norte;Taxa diária de atendimentos urgentes com internamento;6.564587;%;2019-05-20/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2019-05-20;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;7229.0;episódio urgência;2019-05-20/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2019-05-20;ARS Centro;Número estimado de episódios de urgência;3587.0;episódio urgência;2019-05-20/ARS Centro/Número estimado de episódios de urgência
2019-05-20;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;7.42942;%;2019-05-20/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-20;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;41.07781;epis. urg./100.000 resid.;2019-05-20/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-20;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);38.43966;minuto;2019-05-20/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-20;Portugal Continental;Número estimado de episódios de urgência;20207.0;episódio urgência;2019-05-20/Portugal Continental/Número estimado de episódios de urgência
2019-05-20;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);67.78027;minuto;2019-05-20/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-20;ARS Algarve;Número estimado de episódios de urgência;968.0;episódio urgência;2019-05-20/ARS Algarve/Número estimado de episódios de urgência
2019-05-20;ARS Norte;Número estimado de episódios de urgência;7249.0;episódio urgência;2019-05-20/ARS Norte/Número estimado de episódios de urgência
2019-05-20;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);59.0;minuto;2019-05-20/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-20;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;8.32158;%;2019-05-20/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2019-05-20;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;41.6953;epis. urg./100.000 resid.;2019-05-20/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-20;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);56.25734;minuto;2019-05-20/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-20;ARS Centro;Taxa diária de atendimentos urgentes com internamento;7.158087;%;2019-05-20/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2019-05-20;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;21.86178;epis. urg./100.000 resid.;2019-05-20/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-20;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;50.0;epis. urg./100.000 resid.;2019-05-20/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-20;ARS Alentejo;Número estimado de episódios de urgência;1174.0;episódio urgência;2019-05-20/ARS Alentejo/Número estimado de episódios de urgência
2019-05-20;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;6.888027;%;2019-05-20/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2019-05-20;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);47.64809;minuto;2019-05-20/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-20;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;34.56987;epis. urg./100.000 resid.;2019-05-20/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-20;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;6.847748;%;2019-05-20/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-19;ARS Norte;Número estimado de episódios de urgência;5422.0;episódio urgência;2019-05-19/ARS Norte/Número estimado de episódios de urgência
2019-05-19;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);40.37206;minuto;2019-05-19/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-19;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;34.83751;epis. urg./100.000 resid.;2019-05-19/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-19;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;8.637236;%;2019-05-19/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-19;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;5506.0;episódio urgência;2019-05-19/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2019-05-19;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;14.89758;epis. urg./100.000 resid.;2019-05-19/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-19;ARS Algarve;Número estimado de episódios de urgência;831.0;episódio urgência;2019-05-19/ARS Algarve/Número estimado de episódios de urgência
2019-05-19;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);44.0508;minuto;2019-05-19/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-19;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;37.8005;epis. urg./100.000 resid.;2019-05-19/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-19;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;7.351537;%;2019-05-19/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-19;ARS Norte;Taxa diária de atendimentos urgentes com internamento;7.674613;%;2019-05-19/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2019-05-19;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;31.0302;epis. urg./100.000 resid.;2019-05-19/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-19;Portugal Continental;Número estimado de episódios de urgência;15241.0;episódio urgência;2019-05-19/Portugal Continental/Número estimado de episódios de urgência
2019-05-19;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);59.0;minuto;2019-05-19/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-19;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);33.39883;minuto;2019-05-19/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-19;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;33.91442;epis. urg./100.000 resid.;2019-05-19/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-19;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);38.63751;minuto;2019-05-19/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-19;ARS Centro;Número estimado de episódios de urgência;2744.0;episódio urgência;2019-05-19/ARS Centro/Número estimado de episódios de urgência
2019-05-19;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);51.34332;minuto;2019-05-19/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-19;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.34944;epis. urg./100.000 resid.;2019-05-19/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-19;ARS Alentejo;Número estimado de episódios de urgência;738.0;episódio urgência;2019-05-19/ARS Alentejo/Número estimado de episódios de urgência
2019-05-19;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;7.698559;%;2019-05-19/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2019-05-19;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;9.683427;%;2019-05-19/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2019-05-19;ARS Centro;Taxa diária de atendimentos urgentes com internamento;7.851912;%;2019-05-19/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2019-05-18;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);40.60062;minuto;2019-05-18/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-18;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;36.02015;epis. urg./100.000 resid.;2019-05-18/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-18;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;33.49897;epis. urg./100.000 resid.;2019-05-18/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-18;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;8.294209;%;2019-05-18/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-18;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;35.3125;epis. urg./100.000 resid.;2019-05-18/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-18;ARS Norte;Número estimado de episódios de urgência;5495.0;episódio urgência;2019-05-18/ARS Norte/Número estimado de episódios de urgência
2019-05-18;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;5137.0;episódio urgência;2019-05-18/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2019-05-18;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);47.21938;minuto;2019-05-18/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-18;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);56.64621;minuto;2019-05-18/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-18;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;37.93489;epis. urg./100.000 resid.;2019-05-18/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-18;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;45.10415;epis. urg./100.000 resid.;2019-05-18/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-18;ARS Centro;Número estimado de episódios de urgência;2688.0;episódio urgência;2019-05-18/ARS Centro/Número estimado de episódios de urgência
2019-05-18;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;18.37121;epis. urg./100.000 resid.;2019-05-18/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-18;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);29.0;minuto;2019-05-18/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-18;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.090217;%;2019-05-18/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2019-05-18;ARS Norte;Taxa diária de atendimentos urgentes com internamento;7.870573;%;2019-05-18/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2019-05-18;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);44.81311;minuto;2019-05-18/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-18;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;7.986893;%;2019-05-18/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-18;Portugal Continental;Número estimado de episódios de urgência;15046.0;episódio urgência;2019-05-18/Portugal Continental/Número estimado de episódios de urgência
2019-05-18;ARS Centro;Taxa diária de atendimentos urgentes com internamento;8.141447;%;2019-05-18/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2019-05-18;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;10.79914;%;2019-05-18/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2019-05-18;ARS Algarve;Número estimado de episódios de urgência;765.0;episódio urgência;2019-05-18/ARS Algarve/Número estimado de episódios de urgência
2019-05-18;ARS Alentejo;Número estimado de episódios de urgência;961.0;episódio urgência;2019-05-18/ARS Alentejo/Número estimado de episódios de urgência
2019-05-18;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);43.4639;minuto;2019-05-18/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-17;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;35.52044;epis. urg./100.000 resid.;2019-05-17/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-17;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;8.11387;%;2019-05-17/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2019-05-17;Portugal Continental;Número estimado de episódios de urgência;17894.0;episódio urgência;2019-05-17/Portugal Continental/Número estimado de episódios de urgência
2019-05-17;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;33.77555;epis. urg./100.000 resid.;2019-05-17/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-17;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);54.63738;minuto;2019-05-17/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-17;ARS Alentejo;Número estimado de episódios de urgência;1136.0;episódio urgência;2019-05-17/ARS Alentejo/Número estimado de episódios de urgência
2019-05-17;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;9.803922;%;2019-05-17/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-17;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);47.78511;minuto;2019-05-17/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-17;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);42.0;minuto;2019-05-17/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-17;ARS Algarve;Número estimado de episódios de urgência;864.0;episódio urgência;2019-05-17/ARS Algarve/Número estimado de episódios de urgência
2019-05-17;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);46.82294;minuto;2019-05-17/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-17;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;6379.0;episódio urgência;2019-05-17/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2019-05-17;ARS Norte;Taxa diária de atendimentos urgentes com internamento;7.699495;%;2019-05-17/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2019-05-17;ARS Centro;Taxa diária de atendimentos urgentes com internamento;8.758643;%;2019-05-17/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2019-05-17;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;7.821229;%;2019-05-17/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2019-05-17;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);48.16429;minuto;2019-05-17/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-17;ARS Algarve;Taxa diária de atendimentos urgentes com internamento;9.638555;%;2019-05-17/ARS Algarve/Taxa diária de episódios de urgência com internamento (%)
2019-05-17;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;39.96083;epis. urg./100.000 resid.;2019-05-17/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-17;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;20.65405;epis. urg./100.000 resid.;2019-05-17/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-17;ARS Centro;Número estimado de episódios de urgência;3189.0;episódio urgência;2019-05-17/ARS Centro/Número estimado de episódios de urgência
2019-05-17;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;43.22581;epis. urg./100.000 resid.;2019-05-17/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-17;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;48.43278;epis. urg./100.000 resid.;2019-05-17/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-17;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);50.05756;minuto;2019-05-17/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-17;ARS Norte;Número estimado de episódios de urgência;6326.0;episódio urgência;2019-05-17/ARS Norte/Número estimado de episódios de urgência
2019-05-16;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);53.44249;minuto;2019-05-16/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-16;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;40.72448;epis. urg./100.000 resid.;2019-05-16/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-16;ARS Algarve;Taxa diária de atendimentos urgentes com prioridade verde ou azul;18.34215;epis. urg./100.000 resid.;2019-05-16/ARS Algarve/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-16;ARS Alentejo;Número estimado de episódios de urgência;1138.0;episódio urgência;2019-05-16/ARS Alentejo/Número estimado de episódios de urgência
2019-05-16;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;7.89114;%;2019-05-16/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2019-05-16;ARS Centro;Número estimado de episódios de urgência;3427.0;episódio urgência;2019-05-16/ARS Centro/Número estimado de episódios de urgência
2019-05-16;ARS Algarve;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);38.0;minuto;2019-05-16/ARS Algarve/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2019-05-16;ARS Norte;Número estimado de episódios de urgência;6733.0;episódio urgência;2019-05-16/ARS Norte/Número estimado de episódios de urgência
2019-05-16;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;49.20044;epis. urg./100.000 resid.;2019-05-16/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2019-05-16;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);55.89378;minuto;2019-05-16/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
